,text,emotion
19989,Being dishonest with him.  That kind of thing always pays off and now it's paying off.,frustration
19990,You know that Larry's not coming back and I know that too.  Why we both go on letting him think that we both believe with him.,anger
19991,"No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.",frustration
19992,"Why shouldn't he walk around and dream at him at night.  Walk around.  Why shouldn't he walk around?  Why shouldn't he dream of him, walk around at night waiting for him?  Do we contradict him?  Do we say flat out that we don't have anymore hope?",anger
19993,That we haven't had any hope for years now?,anger
19994,How are you going to prove it?  Can you prove it?,frustration
19995,Larry's been gone for three years.  For god sakes no one comes back after three years.  It's insane.,frustration
19996,he still thinks he's alive still.  I mean you could talk yourself blue in the face and there's no body and there's no grave so where are you?,frustration
19997,"Listen mom, just, sit down.  I want to talk to you.",frustration
19998,No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.,anger
19999,Alright. Alright. Alright just listen.,frustration
20000,"You know why I asked Annie here, right?",neutral
20001,Why?,anger
20002,I want to ask her to marry me.,neutral
20003,You know it's not just my business.,frustration
20004,"Well what do you want me to do?  I mean, you're old enough to know your own mind.",anger
20005,Okay.  So then it's alright.  I'll go ahead with it.,neutral
20006,"Well, I mean, you got to make sure your dad's not going--",neutral
20007,Oh see then it's just not my business. God you infuriate me sometimes.  Isn't my business too if dad throws a fit?  Huh?  God you have such a talent for ignoring things.,anger
20008,Well I'm just saying--,frustration
20009,She's not Larry's girl.,frustration
20010,From your father's point of view he is still alive and if you try and take her that's just not fair.  You can't do that.,frustration
20011,I don't know why it is but every time I reach out for something I want I have to pull back,frustration
20012,"And-And-And if you go on from there if you know already to go on from there, then you can.  But I'm telling you something that I don't know where to go.  You got it?  I mean, do you?",frustration
20013,"My whole entire, bloody life time and time again.",frustration
20014,Well to hell with that.,anger
20015,Did you ask Annie yet?,neutral
20016,I wanted to get this settled first.,neutral
20017,Then I guess that's the end of it.,neutral
20018,But from her letters I think she's forgotten him.  I'll find out.,sadness
20019,"And then we'll thrash it out with dad right?  Mom, don't avoid me.",neutral
20020,"Look, you never had seen many, many women.  You know?  I mean...",neutral
20021,Well I just don't see why it has to be Annie.,frustration
20022,Because it is.,frustration
20023,It's just...that's just the way it is.  That's how I feel.  You know these years when I think of someone I want to marry I think of Annie.  What do you want a diagram?,frustration
20024,No I don't want a diagram.,frustration
20025,"He thinks he's coming back. And you go off and marry that girl and you're just pronouncing him dead and what's going to happen to him?  I don't know.  Do you?  I mean, I don't know.",frustration
20026,Alright then.,frustration
20027,I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,sadness
20028,But if I can't have that here I'll get out.,neutral
20029,I'll get out.  I'll marry her somewhere else.  Maybe New York.,neutral
20030,I've been a good son too long.  A good sucker and I'm through with it.,anger
20031,You're just going to leave the business?  You have a business here.  You can't do that.,anger
20032,The business doesn't inspire me.,anger
20033,Yes.  I like it an hour out of the day.  If I have to grub for money all day long at least at evening I want it beautiful.  I want a family.  I want a wife.  I want some kids.  I want to build something I can give myself to.,anger
20034,Now Annie is in the middle of all that.  Where do I find it?,frustration
20035,Tell me something.  You can leave this business?,sadness
20036,Yes.  On this I would.,neutral
20037,Alright but you can't talk like that you hear?,frustration
20038,"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you.",anger
20039,I know.  Just you help me stay here.,sadness
20040,Alright but you don't talk like that you hear?  You don't.,frustration
20041,I am thinking like that.,sadness
20042,I don't understand you do I?,sadness
20043,No you don't.  I'm a pretty tough guy.,sadness
20044,Yeah.  I can see that.,sadness
20045,Hello?,neutral
20046,Oh God I finally got...you know how long I've been waiting on line?  You put on hold for like five hours.  Geez.,frustration
20047,I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?,neutral
20048,I've already been through this five times with these people.  I've been calling every single day.,frustration
20049,I know I just need to verify every time.  I'm sorry.,neutral
20050,Olivia Brown.,frustration
20051,Alright Ms. Brown what's the nature of your problem?,neutral
20052,Well my phone isn't working and it hasn't been working for the last five days.,frustration
20053,Oh.  I'm sorry. Um- Did you drop it in water?,neutral
20054,"Yeah, yeah, yeah you better be sorry.",anger
20055,No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.,anger
20056,Okay?  And it [GARBAGE]. My business is failing because my phone isn't working and I don't have a land line and I really can't handle this right now.,frustration
20057,"Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",neutral
20058,"the symptoms- This [GARBAGE] a doctor's office. I'm not receiving calls...I can't receive- no, it's, it cuts me off--",frustration
20059,Is the phone turned on?,neutral
20060,Yes the phone turns on.  No I mean I'm using it not turning on the phone.  Of course it turns on.,frustration
20061,"Well, um- okay.  Your sim card is in- didn't fall out-",neutral
20062,No- I don't have a sim card because it's Verizon and you guys don't use sim cards.,frustration
20063,Alright.  Um- Well that could be the problem. cause--,neutral
20064,you might have an older phone where we would use sim cards but probably not.,neutral
20065,"Okay no.  Sir, this is the deal.  My phone isn't working and I don't care what the problem is but it needs to work.  That's why I'm paying you guys to fix it.",frustration
20066,Okay.  How about this we'll send you a brand new camera phone with palm pilot-- and-,neutral
20067,I don't know even how to use that stuff it's too complicated.  I just want my flip phone to work----that's all I need,frustration
20068,"So we'll send it- And we'll give you, how about a free year's service?",neutral
20069,"Look, I am on the road all the time.  Do you understand how important?  I'm a woman, a single mother by herself working...what?",frustration
20070,Tell them my name.  My name is Brent Backersen.,neutral
20071,"Brent Backersen, I am writing this down, Brent Backersen.  Alright.",frustration
20072,Okay.  Tell them my - my ID number is two one three five.,neutral
20073,"Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--",neutral
20074,"I, I, I don't want a contract. Okay. I don't want any contracts.",frustration
20075,It will be free.  No contract okay?,neutral
20076,Really?  No contract?,frustration
20077,"Go in there, yeah, go in there.  Tell them Brent Backersen sent you.",neutral
20078,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",neutral
20079,They might only have orange.,neutral
20080,"Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer",neutral
20081,and battling through with us.,neutral
20082,"Alright. Well-  I guess - I guess that's okay but,",neutral
20083,Yes.  You just tell them Brent Backersen sent you.,neutral
20084,Okay.,neutral
20085,Alright?  Great.  Have a nice evening.,neutral
20086,Alright Thanks.,neutral
20087,"Look sir, I've been waiting for about an hour and my luggage still hasn't come. What's going on?",frustration
20088,"I'm sorry, Mrs. Rosenkrantz, but uh- I don't know what to tell you.",frustration
20089,"What do you mean, you don't know what to tell me? I have two luggage that I've been coming--they're coming--from France and I need them here. I'm home now. I need to go start working.",frustration
20090,Did you- Did you check with the lost and found?,frustration
20091,"Where? I don't know. The lost and found. What do you mean, lost and found?",anger
20092,I had my luggage transferred here from Paris to L.A. and now I'm here and I need to be working and I have all my stuff in there.,frustration
20093,"Maybe it got lost. Did you think about that, mom?",frustration
20094,"Well, that's what I'm asking you. What--I don't know what happened to it.",frustration
20095,"Oh, not--we didn't lose it; maybe the airport lost it. Maybe someone stole it.",neutral
20096,"Wait, sir. You're- You're completely not--what do you mean, stole it? How can they just steal it from an airplane? It was up in the air?",anger
20097,"No, I mean, maybe in the little--going around thingy thing where bopper stole it from there.",frustration
20098,Okay. All I know is that I am supposed to have my language here right now. Right now. And it's not there. And you're supposed to help me because you work at the airport. So give me my luggage or tell me where the hell it is.,frustration
20099,Okay. What can we do is we can get your name and information and if it shows up we can send it to you so-- Wherever you stay,frustration
20100,"What do you mean, if it shows up? No, I need it now. I have my keys, I have my wallet, I have my money. I have thousands and thousands of dollars worth of stuff in there.",anger
20101,Not to mention I have my work in there.,anger
20102,"Well, I'll have you fill out some paperwork and see if you can get started on something.",frustration
20103,"And what if- what if it is lost? Well, what are you guys going to do for me?",anger
20104,and when you sign your ticket we could replace about fifteen percent of what's in the bag.,neutral
20105,Fifteen percent?,anger
20106,Up to a limit of twenty five dollars.,neutral
20107,What? There- There's hundreds of thousands of dollars worth of stuff in there.,anger
20108,"Whoa, maybe you should uh- have thought of a better way to send it than just in a bag, hmm? Did you think about that?",frustration
20109,"No, no, no. You don't understand. This is--these are my belongings in the luggage. And I went to Paris.",frustration
20110,"Sir, why are you laughing at me? This isn't funny.",frustration
20111,"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag.",neutral
20112,Did you lock- Did you lock it even? You probably didn't even lock it.,frustration
20113,"No, they said I couldn't lock it.",anger
20114,Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.,anger
20115,"Okay, let me get him.Oh, guess who the supervisor is? It's me.",neutral
20116,"What, do you have questions?",neutral
20117,"Well, get- I want the C.E.O. then.",anger
20118,Can I help you sir?,neutral
20119,Yes you can help me.  Where is my luggage?,anger
20120,"Well, let me just check on that for you.  Where are you coming--?",neutral
20121,Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?,anger
20122,"Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here.",neutral
20123,I had eight hundred pounds of luggage.,anger
20124,Okay.  Sir?  Can you...if you just give me one moment and let me just check okay?,frustration
20125,Okay.  Check.,anger
20126,"Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?",frustration
20127,Is it there?,anger
20128,Yes.,anger
20129,Okay and this is direct flight?,neutral
20130,You don't know where we're at?,anger
20131,God.,anger
20132,I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop--,frustration
20133,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,neutral
20134,Okay.  What do you want?,anger
20135,How many pieces of luggage do you have checked in?,neutral
20136,Eight.  And they're all gone.,anger
20137,Eight pieces of luggage.  Okay.,neutral
20138,And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,anger
20139,No.  I'm just going to check--,frustration
20140,It's my mother's funeral tomorrow and the urn is in the suitcase.,anger
20141,I'm sorry sir.,neutral
20142,Yeah.,anger
20143,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,neutral
20144,"Oh, oh, that's a good deduction.",anger
20145,Yes--it is,neutral
20146,"Sherlock Holmes.  God, where's my luggage?",anger
20147,"Sir, Please please, I would ask you to just calm down for a second--",frustration
20148,Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.,anger
20149,"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?",neutral
20150,What is the matter with you?,anger
20151,"Sir, I just...you need to calm down is what needs to happen right now.",anger
20152,Don't yell at me.,anger
20153,"Okay.  I'm not.  I'm sorry, I am being--",frustration
20154,"calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",frustration
20155,Oh my God.  I think a blood vessel burst in my head.,anger
20156,"Please, please",neutral
20157,What?,anger
20158,Okay.  We can get it here in about seven to ten business days.,neutral
20159,What?  Are you kidding me?,anger
20160,"Yes.  Well, because--",neutral
20161,Give- Give me your manager right now.,anger
20162,I am the manager sir.,neutral
20163,"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?",anger
20164,Whose daughter are you?,anger
20165,Sir?,frustration
20166,Sir. Sir. Sir. Sir,anger
20167,What is your name?,anger
20168,My name is Brent Caption.,anger
20169,Now what are you going to do about it?,excited
20170,"Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?",excited
20171,Look at the night we got; couldn't be better.,excited
20172,"You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?",excited
20173,Fine.,sadness
20174,"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",excited
20175,"Oh, though if I can't tell it probably isn't them, right? It probably would be unmistakable, wouldn't you think? Hey, how you doing?",excited
20176,"Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.",excited
20177,"Uh- you know, the flashlight. The silver one. There's only one, isn't there?",excited
20178,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",anger
20179,We should have brought our flashlight. I can't believe we forgot to bring it.,excited
20180,I hope the moon stays out.,excited
20181,"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?",excited
20182,"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",excited
20183,"You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",excited
20184,I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,excited
20185,I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,excited
20186,Do you want my jacket?,neutral
20187,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,surprise
20188,Right.,neutral
20189,"Yeah, that's my point too.",neutral
20190,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",excited
20191,"I mean, don't you want to see it?",neutral
20192,Not particularly.,sadness
20193,Why not?,neutral
20194,I don't know. I just don't.,sadness
20195,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,anger
20196,"I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats.",frustration
20197,"Oh, God, Augie.",frustration
20198,For real?,surprise
20199,"Yes, and if you also remember, I got sand in my panties. We got into an argument about nothing. You got a sore throat and we never saw the grunions.",frustration
20200,"No, for God's sakes, we've never seen the grunions. We're not going to see them.",frustration
20201,"We just weren't in a good spot, all right? This is a much better spot. I have a good instinct for these things. Look, is that-",frustration
20202,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",excited
20203,"And they all, all as one, turned as one and formed this line as big as the California coast and started swimming this way. Swimming as if that's the only thing that matters.",excited
20204,"You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",excited
20205,"its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.",excited
20206,"They don't ask it a question. They just, they just, they don't know what drives them. They just turn as one and start the swim that brings them to here",excited
20207,"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",excited
20208,About what I just said.,neutral
20209,"I don't know, Brian, if they uh--it's been three years.",frustration
20210,"Hey, you just got to keep on going.",neutral
20211,"No, I don't know, I--maybe this isn't for me. You know, maybe this isn't the right business for me.",frustration
20212,"No, don't think like that.",neutral
20213,"I just, I see all these other people getting commercials and work and it's like I'm not getting anything.",sadness
20214,I have no money behind me. Nothing. I'm twenty five and--,frustration
20215,Russel Crowe wasn't forty until he got his big stuff.,neutral
20216,"If you really want to do it-I mean,",neutral
20217,So I'll have to wait twenty five years-,frustration
20218,you got to do.,neutral
20219,"-just going and auditioning and auditioning and rejection after refection, it's like--",frustration
20220,You could. You could. We just--,neutral
20221,we're just pooling our funds together.,neutral
20222,"I know, I just don't know if I can handle it. I mean, you're helping me so much financially it's like I can't survive on my own without you. I don't like that.",frustration
20223,You don't owe me anything.,neutral
20224,I feel like I'm not doing anything. Like I'm not giving anything into this world.,frustration
20225,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.",neutral
20226,"Yeah, but what if I never make it? What if I studied all my life, this theatre, this acting, and I'm never going to get anywhere. I'm never going to be able to have a job.",frustration
20227,"Oh my God, Anna, you're still young. Don't even think about that.",neutral
20228,Time is passing by. Every year it's,frustration
20229,a part left than I can do.,frustration
20230,"You're only twenty five, okay? Some people don't start until they're thirty five.",neutral
20231,Really?,surprise
20232,Yeah.,neutral
20233,"I don't know, I just [BREATHING] I get frustrated",frustration
20234,What would you do- What would you do if you didn't? You can go to law school.,neutral
20235,That's the thing. I don't know. I don't know anything.,frustration
20236,Law school? Maybe.,frustration
20237,See? So you can't just quit now.,neutral
20238,Have you been going to auditions and stuff?,neutral
20239,"Yeah. I mean, I get a call-back and stuff, but-",frustration
20240,"I just, I need a break. I need something to break me out.",frustration
20241,How's the job? Still waiting tables at Denny's?,neutral
20242,"Well, they tip well.",neutral
20243,[BREATHING] Brian-,frustration
20244,it's not funny. I just don't know what I'm going to do.,sadness
20245,Maybe you could start teaching. I don't know.,neutral
20246,"Yeah, I guess I could.",sadness
20247,"Go back to school. You know? Another three more years, get your master's.",neutral
20248,Yeah,sadness
20249,"Close to thirty. Oof, it's going to be tough.",neutral
20250,[BREATHING],frustration
20251,How you doing?,neutral
20252,Okay.,sadness
20253,Yeah. Wow.,sadness
20254,We're all going to miss him.,neutral
20255,"Mmm hmm. I never knew it was going to be this hard, you know.",sadness
20256,It's weird 'cause it's like you expected it to happen and eventually-,sadness
20257,"he had cancer, you know?",sadness
20258,"They thought he got--would get better and he did, and then it just- things turned bad.",sadness
20259,"Turned around for the worst, you know.",sadness
20260,"I didn't know him, Tricia, but uh- I heard that he was a great man.",sadness
20261,He was amazing.,sadness
20262,I loved that boy.,sadness
20263,"We did everything together, you know.",sadness
20264,"It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone.",sadness
20265,He's so young. It seems so--,sadness
20266,so wrong in so many ways.,sadness
20267,"His poor parents. You know, it's their only son.",sadness
20268,yeah.,neutral
20269,"Kind of a whole year. I mean, he suffered with this, this monster, this thing, this disease.",sadness
20270,"He was in chemo the whole time, right?",sadness
20271,And he just got that baseball scholarship.,sadness
20272,"I know. He was, he had so much going for him.",sadness
20273,"So handsome, so young, so gifted.",sadness
20274,So talented.,sadness
20275,"Such a sweet person, you know?",sadness
20276,How's his parents doing?,sadness
20277,Not very good.,sadness
20278,"Can you imagine, though, you know, as a parent, just losing a kid? Twenty-two years old.",sadness
20279,"It's weird, I kind of feel like part of me is gone now, you know?",sadness
20280,Because this other half was just kind of like ripped away.,sadness
20281,"You guys were pretty close, weren't you?",sadness
20282,"He was like, he was like my brother, you know.",sadness
20283,He was my brother.,sadness
20284,"Just seems so unfair, is the way it is.",sadness
20285,"You know, he had that really pretty girlfriend for like about a year and-",sadness
20286,What was her name?,sadness
20287,Kelly. Kelly Uveny.,sadness
20288,They talked about getting married and--,sadness
20289,Trying to have a baby.,sadness
20290,"Yeah. But then when he got cancer and it got bad, you know, she just took off and-",sadness
20291,so I was there for him.,sadness
20292,Some people.,sadness
20293,"Yeah, but you were there all the hospital days. By his bed-",sadness
20294,"Yeah. God, I loved that kid.",sadness
20295,"So nice, so positive.",sadness
20296,yeah.,sadness
20297,We need more people like him.,sadness
20298,"Joe, do you think he knew I loved him?",sadness
20299,I don't know.,sadness
20300,"I never told him, I love you, but-",sadness
20301,I loved him so much.,sadness
20302,I don't know if Benny was smart like that- but-,sadness
20303,I'm sure he loved you too. He just didn't know it.,sadness
20304,Hey.,excited
20305,"Esmeralda, guess what?",excited
20306,What?,excited
20307,[LAUGHTER] Guess who just got hitched?,excited
20308,Shut up. Oh my God.  Really? Just like that?  You just asked the question and what...how did you ask?,surprise
20309,This guy. Yeah.  Can you believe it? She said yes too. Yeah.  She said yes.,excited
20310,Okay we were at Chuck E. Cheese.,excited
20311,"Chuck E. Cheese?  Ah, man that is so lame.",excited
20312,Are you serious [GARBAGE] man?,excited
20313,Oh like that one movie.  What's that one movie I just saw? No.  Where she like swallows the...,excited
20314,"oh, I don't remember.  Everybody Says I Love You with Drew Barrymore...no you haven't seen it?  Okay.",excited
20315,[LAUGHTER] So nasty. No you... dirty me?,excited
20316,"Ah...Anyways, so she took the ring and she goes, is this real?  So I was like, of course--",excited
20317,Sara and I--,happiness
20319,Come on. It was her birthday.,excited
20321,"Yeah.  That's, you know, okay.",neutral
20324,So Okay then and.,happiness
20328,Isn't it a rat?  It's a rat.  Chuck E. Cheese?,neutral
20331,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",happiness
20332,"Okay, that is really cheesy Joe.",happiness
20334,"Wait, wait, wait I want you to marry me?  No, shouldn't you like be more like a question like, would you marry me?  Not like I want you to marry me.  It's like a demand.",excited
20335,"You marry me. I man I Jane, you Tarzan.",excited
20336,She said sure?,happiness
20338,How long have you guys been going out?,happiness
20339,About two and a half weeks.,neutral
20340,What?,surprise
20342,What?,surprise
20343,Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,surprise
20346,She must be hot.,happiness
20347,"Yeah, she is good-looking.",happiness
20348,I'm twenty eight years old.,neutral
20349,You still act like a boy.  And men take a lot longer to grow----I will tell you.,neutral
20350,I'm so excited.  It's going to be great.,excited
20351,I'm still working at my parents' restaurant. Busing tables.,neutral
20353,I'm just so tired all the time.,sadness
20354,"Well have you been trying to get a job, look for a job or...?",neutral
20355,I've been looking for like eight months.,frustration
20356,I know.  It- It's really tough out there.  It's really hard to find a job.,frustration
20357,"I'm tired of the same excuses.  No, no you're not qualified enough, wish you had more education.",frustration
20358,Well what are you looking for?  I mean--,neutral
20359,"Well, okay. Well that's--",neutral
20360,Cause I went to Harvard.,anger
20361,"Well, that's what?  For what job?  Who...what jobs are you looking for?",surprise
20362,I applied as restaurant manager at P.F. Chang.  I applied at----Macy's store manager. Tried to get investment banking job with Deloitte and Touche.  I'm trying everywhere.,frustration
20363,You know what?  I've been working at temp jobs for the past six months.  You know how degrading it is?,frustration
20364,Yeah.,sadness
20365,Yeah.,sadness
20366,I'm smarter than half the people I work for.,anger
20367,I don't know astronaut?  I don't know something crazy like that.,frustration
20368,Well what'd you major in?,excited
20369,Biomedical Engineering.,frustration
20370,"I don't want to do engineering though.  It's so...I had the internship what, last summer,",frustration
20371,"and I was pulling my hair out and it was like, oh my God.  So I just had to finish the major so now they're like, why are you an engineering major, and why are you working, trying to work at a restaurant.  And it's like I don't know just give me the damn job.",frustration
20372,Why all these questions?,frustration
20373,Oh yeah?  What kind of jobs they got?,neutral
20374,I am...just like a law clerk.,neutral
20375,"Well, I'm moving up.  I mean it could be...",neutral
20376,"To be a lawyer?  You go to law school now?  God this is, all these dead ends.",frustration
20377,And plus my car is breaking down-,frustration
20378,-they're evicting me from my apartment.,frustration
20379,"No.  I'm not going to...yeah, they'd laugh in my face.",frustration
20380,No. I got a sixteen hundred on my S.A.T..,frustration
20381,I'm freaking----typing sixty words a minute.,frustration
20382,"Sixty words.  Sixty words a minute.  Hey how are you doing Mr. Smith?  Oh, you know, it's just like God, I just want to shoot you Mr. Smith.",frustration
20383,Yeah.  It's alright.  But--,neutral
20384,I'm not cut to be a receptionist.,frustration
20385,No.,sadness
20386,"Oh yeah.  I will be a full time receptionist.  Harvard degree, sixteen hundred on my S.A.T.--",frustration
20387,"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",neutral
20388,--you know? Head of the Science Club.,frustration
20389,"That's what I've been doing, temporary things",frustration
20390,Oh I know.  But--,frustration
20391,"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",neutral
20392,Maybe I'll just kill myself.,sadness
20393,What?  You can't...what?  Now come on.  Stop it.  Don't be talking like that.,surprise
20394,I was just joking...,sadness
20395,Yeah.  I--they said Brian you're too smart.  You don't need us.,frustration
20396,Go out and take over the world by yourself and I'm like what?,frustration
20397,Well obviously it's not working.  Just cause you got sixteen hundred on your S.A.T. doesn't guarantee you a job.  I mean it should really but--,frustration
20398,"I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching-",frustration
20399,"and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job.",frustration
20400,You got to be positive man.  You got to try to just--,neutral
20401,But you got to be real about it.  You have to...,neutral
20402,Yeah.  I got eighteen hundred on my S.A.T..,frustration
20403,Sixteen hundred.,neutral
20404,Same difference.,neutral
20405,Twenty-one hundred?,neutral
20406,But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing?,frustration
20407,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",happiness
20408,Why did you invite her here?,anger
20409,She's been in New York for three-and-a-half years. She don't just suddenly come and-,anger
20410,"Well, maybe, maybe he just wanted to see her.",neutral
20411,You don't travel seven hundred miles just to see.,anger
20412,How do you know he's even thinking about it?,neutral
20413,It's got that about it.,anger
20414,"Well, so what?",neutral
20415,"Listen, kid-",frustration
20416,She's not Larry's girl. She knows that.,anger
20417,You can't read her mind.,neutral
20418,How do you know why she's waited?,neutral
20419,"She's faithful as a rock, don't you know. In my worst moments I can think of her-",sadness
20420,"Look, it's a nice day. What are we arguing for?",neutral
20421,"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother.",anger
20422,Calm yourself.,neutral
20423,Calm yourself.,frustration
20424,"Don't, don't laugh at me, don't laugh at me.",anger
20425,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",anger
20426,All right. All right. Calm yourself.,anger
20427,Okay. Just calm yourself.,frustration
20428,"No, you've got to believe.",sadness
20429,"Why me, above all?",anger
20430,Huh?,anger
20431,Why me above all?,anger
20432,You got to keep believing.,sadness
20433,"Look at you, you're shaking.",anger
20434,I can't help it.,sadness
20435,What have I got to hide?,anger
20436,"Huh? What the hell's the matter with you, Kate?",anger
20437,Yes.  The real cause of that rile was Peter Burden.,neutral
20438,"Oh, come on, you knew there was nothing in that.",neutral
20439,Presents?  A trivial little broach.,anger
20440,You went out of your way to torture me over Peter Burden.,anger
20441,No I didn't.  You made up the whole thing in your jealous imagination.,neutral
20442,You must admit he was in love with you.,anger
20443,Just a little perhaps but nothing serious.,neutral
20444,You let him kiss you. You said so.  What of it?,anger
20445,"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",neutral
20446,And what about me?,anger
20447,"Oh, that's a nice point of view I must say.",anger
20448,"Yeah, so am I.  Bored stiff.",anger
20449,You want some brandy?,neutral
20450,I'll have a little I think.,neutral
20451,I don't know why you want it.  You've already had two glasses.,anger
20452,No particular reason.  Anyhow they were very small ones.,anger
20453,I don't see what you have to go on and on with this kind of thing.,anger
20454,Oh my...just because I just...okay...,anger
20455,It's become a habit with you.,neutral
20456,You needn't be so grand just because you don't happen to want any yourself at the moment.,anger
20457,Really Amanda.,frustration
20458,What?,anger
20459,Nothing.,frustration
20460,Going out somewhere dear?,frustration
20461,"No, just making myself beautiful for you.",neutral
20462,That's the woman's job to lure the man.  Watch me a moment won't you?,neutral
20463,Actually that's perfectly true.,neutral
20464,Yes it is.,neutral
20465,I think that,neutral
20466,"Adders don't snap, they sting.",anger
20467,They sting.,anger
20468,They snap.,frustration
20469,Mind your business.,anger
20470,You're quite insufferable.  I expect it's because you're drunk.,anger
20471,I'm not in the least bit drunk.,anger
20472,You've always had a weak head.,anger
20473,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk.",anger
20474,"On the contrary, a child of two can get violently drunk off just one glass of brandy.",anger
20475,"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?",anger
20476,Shut up.,anger
20477,We might be able to bring up a splendid little debate about this intemperate tots.,anger
20478,"Not very funny dear.  In fact, maybe you better have some more brandy.",anger
20479,"Oh, thanks.  I think I will.",anger
20480,You better turn that off.,anger
20481,They are away in Tunis.,neutral
20482,"Turn it on again, please.",frustration
20483,No I'll do no such thing.,anger
20484,Very well.  If you insist on being a boorish and idiotic.,anger
20485,"Come on, turn it off.  It's driving me mad.",anger
20486,You are far too temperamental.  Try to control yourself.,anger
20487,Turn it--Turn it off.,anger
20488,Go away.  Go away.  I hate you.,anger
20489,Very amusing indeed.,anger
20490,"I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully.",anger
20491,"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",anger
20492,"This is the end.  Understand?  This is the end, here and now, forever and always.",anger
20493,You're not going nowhere. No you're not.,anger
20494,"Oh, yes I am. Yes I am and you can't stop me.",anger
20495,Just shut up.,anger
